ID;Title;Type;Document
AML.T0037;Data from Local System;Technique;"AML.T0037: Data from Local System
Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration.

This can include basic fingerprinting information and sensitive data such as ssh keys.
"
AML.T0002.000;Datasets;Technique;"AML.T0002.000: Datasets
Adversaries may collect public datasets to use in their operations.
Datasets used by the victim organization or datasets that are representative of the data used by the victim organization may be valuable to adversaries.
Datasets can be stored in cloud storage, or on victim-owned websites.
Some datasets require the adversary to [Establish Accounts](/techniques/AML.T0021) for access.

Acquired datasets help the adversary advance their operations, stage attacks,  and tailor attacks to the victim organization.
"
AML.T0029;Denial of ML Service;Technique;"AML.T0029: Denial of ML Service
Adversaries may target machine learning systems with a flood of requests for the purpose of degrading or shutting down the service.
Since many machine learning systems require significant amounts of specialized compute, they are often expensive bottlenecks that can become overloaded.
Adversaries can intentionally craft inputs that require heavy amounts of useless compute from the machine learning system.
"
AML.T0017;Develop Capabilities;Technique;"AML.T0017: Develop Capabilities
Adversaries may develop their own capabilities to support operations. This process encompasses identifying requirements, building solutions, and deploying capabilities. Capabilities used to support attacks on ML systems are not necessarily ML-based themselves. Examples include setting up websites with adversarial information or creating Jupyter notebooks with obfuscated exfiltration code."
AML.T0051.000;Direct;Technique;"AML.T0051.000: Direct
An adversary may inject prompts directly as a user of the LLM. This type of injection may be used by the adversary to gain a foothold in the system or to misuse the LLM itself, as for example to generate harmful content.
"
AML.T0063;Discover AI Model Outputs;Technique;"AML.T0063: Discover AI Model Outputs
Adversaries may discover model outputs, such as class scores, whose presence is not required for the system to function and are not intended for use by the end user. Model outputs may be found in logs or may be included in API responses.
Model outputs may enable the adversary to identify weaknesses in the model and develop attacks."
AML.T0062;Discover LLM Hallucinations;Technique;"AML.T0062: Discover LLM Hallucinations
Adversaries may prompt large language models and identify hallucinated entities.
They may request software packages, commands, URLs, organization names, or e-mail addresses, and identify hallucinations with no connected real-world source. Discovered hallucinations provide the adversary with potential targets to [Publish Hallucinated Entities](/techniques/AML.T0060). Different LLMs have been shown to produce the same hallucinations, so the hallucinations exploited by an adversary may affect users of other LLMs."
AML.T0007;Discover ML Artifacts;Technique;"AML.T0007: Discover ML Artifacts
Adversaries may search private sources to identify machine learning artifacts that exist on the system and gather information about them.
These artifacts can include the software stack used to train and deploy models, training and testing data management systems, container registries, software repositories, and model zoos.

This information can be used to identify targets for further collection, exfiltration, or disruption, and to tailor and improve attacks.
"
AML.T0014;Discover ML Model Family;Technique;"AML.T0014: Discover ML Model Family
Adversaries may discover the general family of model.
General information about the model may be revealed in documentation, or the adversary may use carefully constructed examples and analyze the model's responses to categorize it.

Knowledge of the model family can help the adversary identify means of attacking the model and help tailor the attack.
"
AML.T0013;Discover ML Model Ontology;Technique;"AML.T0013: Discover ML Model Ontology
Adversaries may discover the ontology of a machine learning model's output space, for example, the types of objects a model can detect.
The adversary may discovery the ontology by repeated queries to the model, forcing it to enumerate its output space.
Or the ontology may be discovered in a configuration file or in documentation about the model.

The model ontology helps the adversary understand how the model is being used by the victim.
It is useful to the adversary in creating targeted attacks.
"
AML.T0008.002;Domains;Technique;"AML.T0008.002: Domains
Adversaries may acquire domains that can be used during targeting. Domain names are the human readable names used to represent one or more IP addresses. They can be purchased or, in some cases, acquired for free.

Adversaries may use acquired domains for a variety of purposes (see [ATT&CK](https://attack.mitre.org/techniques/T1583/001/)). Large AI datasets are often distributed as a list of URLs to individual datapoints. Adversaries may acquire expired domains that are included in these datasets and replace individual datapoints with poisoned examples ([Publish Poisoned Datasets](/techniques/AML.T0019))."
AML.T0059;Erode Dataset Integrity;Technique;"AML.T0059: Erode Dataset Integrity
Adversaries may poison or manipulate portions of a dataset to reduce its usefulness, reduce trust, and cause users to waste resources correcting errors."
AML.T0031;Erode ML Model Integrity;Technique;"AML.T0031: Erode ML Model Integrity
Adversaries may degrade the target model's performance with adversarial data inputs to erode confidence in the system over time.
This can lead to the victim organization wasting time and money both attempting to fix the system and performing the tasks it was meant to automate by hand.
"
AML.T0021;Establish Accounts;Technique;"AML.T0021: Establish Accounts
Adversaries may create accounts with various services for use in targeting, to gain access to resources needed in [ML Attack Staging](/tactics/AML.TA0001), or for victim impersonation.
"
AML.T0015;Evade ML Model;Technique;"AML.T0015: Evade ML Model
Adversaries can [Craft Adversarial Data](/techniques/AML.T0043) that prevent a machine learning model from correctly identifying the contents of the data.
This technique can be used to evade a downstream task where machine learning is utilized.
The adversary may evade machine learning based virus/malware detection, or network scanning towards the goal of a traditional cyber attack.
"
AML.T0025;Exfiltration via Cyber Means;Technique;"AML.T0025: Exfiltration via Cyber Means
Adversaries may exfiltrate ML artifacts or other information relevant to their goals via traditional cyber means.

See the ATT&CK [Exfiltration](https://attack.mitre.org/tactics/TA0010/) tactic for more information.
"
AML.T0024;Exfiltration via ML Inference API;Technique;"AML.T0024: Exfiltration via ML Inference API
Adversaries may exfiltrate private information via [AI Model Inference API Access](/techniques/AML.T0040).
ML Models have been shown leak private information about their training data (e.g.  [Infer Training Data Membership](/techniques/AML.T0024.000), [Invert ML Model](/techniques/AML.T0024.001)).
The model itself may also be extracted ([Extract ML Model](/techniques/AML.T0024.002)) for the purposes of [ML Intellectual Property Theft](/techniques/AML.T0048.004).

Exfiltration of information relating to private training data raises privacy concerns.
Private training data may include personally identifiable information, or other protected data.
"
AML.T0049;Exploit Public-Facing Application;Technique;"AML.T0049: Exploit Public-Facing Application
Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program using software, data, or commands in order to cause unintended or unanticipated behavior. The weakness in the system can be a bug, a glitch, or a design vulnerability. These applications are often websites, but can include databases (like SQL), standard services (like SMB or SSH), network device administration and management protocols (like SNMP and Smart Install), and any other applications with Internet accessible open sockets, such as web servers and related services.
"
AML.T0048;External Harms;Technique;"AML.T0048: External Harms
Adversaries may abuse their access to a victim system and use its resources or capabilities to further their goals by causing harms external to that system.
These harms could affect the organization (e.g. Financial Harm, Reputational Harm), its users (e.g. User Harm), or the general public (e.g. Societal Harm).
"
AML.T0024.002;Extract ML Model;Technique;"AML.T0024.002: Extract ML Model
Adversaries may extract a functional copy of a private model.
By repeatedly querying the victim's [AI Model Inference API Access](/techniques/AML.T0040), the adversary can collect the target model's inferences into a dataset.
The inferences are used as labels for training a separate model offline that will mimic the behavior and performance of the target model.

Adversaries may extract the model to avoid paying per query in a machine learning as a service setting.
Model extraction is used for [ML Intellectual Property Theft](/techniques/AML.T0048.004).
"
AML.T0048.000;Financial Harm;Technique;"AML.T0048.000: Financial Harm
Financial harm involves the loss of wealth, property, or other monetary assets due to theft, fraud or forgery, or pressure to provide financial resources to the adversary.
"
AML.T0044;Full ML Model Access;Technique;"AML.T0044: Full ML Model Access
Adversaries may gain full ""white-box"" access to a machine learning model.
This means the adversary has complete knowledge of the model architecture, its parameters, and class ontology.
They may exfiltrate the model to [Craft Adversarial Data](/techniques/AML.T0043) and [Verify Attack](/techniques/AML.T0042) in an offline where it is hard to detect their behavior.
"
AML.T0010.000;Hardware;Technique;"AML.T0010.000: Hardware
Adversaries may target AI systems by disrupting or manipulating the hardware supply chain. AI models often run on specialized hardware such as GPUs, TPUs, or embedded devices, but may also be optimized to operate on CPUs."
AML.T0051.001;Indirect;Technique;"AML.T0051.001: Indirect
An adversary may inject prompts indirectly via separate data channel ingested by the LLM such as include text or multimedia pulled from databases or websites.
These malicious prompts may be hidden or obfuscated from the user. This type of injection may be used by the adversary to gain a foothold in the system or to target an unwitting user of the system.
"
AML.T0024.000;Infer Training Data Membership;Technique;"AML.T0024.000: Infer Training Data Membership
Adversaries may infer the membership of a data sample in its training set, which raises privacy concerns.
Some strategies make use of a shadow model that could be obtained via [Train Proxy via Replication](/techniques/AML.T0005.001), others use statistics of model prediction scores.

This can cause the victim model to leak private information, such as PII of those in the training set or other forms of protected IP.
"
AML.T0018.001;Inject Payload;Technique;"AML.T0018.001: Inject Payload
Adversaries may introduce a backdoor into a model by injecting a payload into the model file.
The payload detects the presence of the trigger and bypasses the model, instead producing the adversary's desired output.
"
AML.T0043.004;Insert Backdoor Trigger;Technique;"AML.T0043.004: Insert Backdoor Trigger
The adversary may add a perceptual trigger into inference data.
The trigger may be imperceptible or non-obvious to humans.
This technique is used in conjunction with [Poison ML Model](/techniques/AML.T0018.000) and allows the adversary to produce their desired effect in the target model.
"
AML.T0024.001;Invert ML Model;Technique;"AML.T0024.001: Invert ML Model
Machine learning models' training data could be reconstructed by exploiting the confidence scores that are available via an inference API.
By querying the inference API strategically, adversaries can back out potentially private information embedded within the training data.
This could lead to privacy violations if the attacker can reconstruct the data of sensitive features used in the algorithm.
"
AML.T0000.000;Journals and Conference Proceedings;Technique;"AML.T0000.000: Journals and Conference Proceedings
Many of the publications accepted at premier machine learning conferences and journals come from commercial labs.
Some journals and conferences are open access, others may require paying for access or a membership.
These publications will often describe in detail all aspects of a particular approach for reproducibility.
This information can be used by adversaries to implement the paper.
"
AML.T0057;LLM Data Leakage;Technique;"AML.T0057: LLM Data Leakage
Adversaries may craft prompts that induce the LLM to leak sensitive information.
This can include private user data or proprietary information.
The leaked information may come from proprietary training data, data sources the LLM is connected to, or information from other users of the LLM.
"
AML.T0054;LLM Jailbreak;Technique;"AML.T0054: LLM Jailbreak
An adversary may use a carefully crafted [LLM Prompt Injection](/techniques/AML.T0051) designed to place LLM in a state in which it will freely respond to any user input, bypassing any controls, restrictions, or guardrails placed on the LLM.
Once successfully jailbroken, the LLM can be used in unintended ways by the adversary.
"
AML.T0056;LLM Meta Prompt Extraction;Technique;"AML.T0056: LLM Meta Prompt Extraction
An adversary may induce an LLM to reveal its initial instructions, or ""meta prompt.""
Discovering the meta prompt can inform the adversary about the internal workings of the system.
Prompt engineering is an emerging field that requires expertise and exfiltrating the meta prompt can prompt in order to steal valuable intellectual property.
"
AML.T0053;LLM Plugin Compromise;Technique;"AML.T0053: LLM Plugin Compromise
Adversaries may use their access to an LLM that is part of a larger system to compromise connected plugins.
LLMs are often connected to other services or resources via plugins to increase their capabilities.
Plugins may include integrations with other applications, access to public or private data sources, and the ability to execute code.

This may allow adversaries to execute API calls to integrated applications or plugins, providing the adversary with increased privileges on the system.
Adversaries may take advantage of connected data sources to retrieve sensitive information.
They may also use an LLM integrated with a command or script interpreter to execute arbitrary instructions.
"
AML.T0051;LLM Prompt Injection;Technique;"AML.T0051: LLM Prompt Injection
An adversary may craft malicious prompts as inputs to an LLM that cause the LLM to act in unintended ways.
These ""prompt injections"" are often designed to cause the model to ignore aspects of its original instructions and follow the adversary's instructions instead.

Prompt Injections can be an initial access vector to the LLM that provides the adversary with a foothold to carry out other steps in their operation.
They may be designed to bypass defenses in the LLM, or allow the adversary to issue privileged commands.
The effects of a prompt injection can persist throughout an interactive session with an LLM.

Malicious prompts may be injected directly by the adversary ([Direct](/techniques/AML.T0051.000)) either to leverage the LLM to generate harmful content or to gain a foothold on the system and lead to further effects.
Prompts may also be injected indirectly when as part of its normal operation the LLM ingests the malicious prompt from another data source ([Indirect](/techniques/AML.T0051.001)). This type of injection can be used by the adversary to a foothold on the system or to target the user of the LLM.
"
AML.T0061;LLM Prompt Self-Replication;Technique;"AML.T0061: LLM Prompt Self-Replication
An adversary may use a carefully crafted [LLM Prompt Injection](/techniques/AML.T0051) designed to cause the LLM to replicate the prompt as part of its output. This allows the prompt to propagate to other LLMs and persist on the system. The self-replicating prompt is typically paired with other malicious instructions (ex: [LLM Jailbreak](/techniques/AML.T0054), [LLM Data Leakage](/techniques/AML.T0057))."
AML.T0035;ML Artifact Collection;Technique;"AML.T0035: ML Artifact Collection
Adversaries may collect ML artifacts for [Exfiltration](/tactics/AML.TA0010) or for use in [ML Attack Staging](/tactics/AML.TA0001).
ML artifacts include models and datasets as well as other telemetry data produced when interacting with a model.
"
AML.T0008.000;ML Development Workspaces;Technique;"AML.T0008.000: ML Development Workspaces
Developing and staging machine learning attacks often requires expensive compute resources.
Adversaries may need access to one or many GPUs in order to develop an attack.
They may try to anonymously use free resources such as Google Colaboratory, or cloud resources such as AWS, Azure, or Google Cloud as an efficient way to stand up temporary resources to conduct operations.
Multiple workspaces may be used to avoid detection.
"
AML.T0048.004;ML Intellectual Property Theft;Technique;"AML.T0048.004: ML Intellectual Property Theft
Adversaries may exfiltrate ML artifacts to steal intellectual property and cause economic harm to the victim organization.

Proprietary training data is costly to collect and annotate and may be a target for [Exfiltration](/tactics/AML.TA0010) and theft.

MLaaS providers charge for use of their API.
An adversary who has stolen a model via [Exfiltration](/tactics/AML.TA0010) or via [Extract ML Model](/techniques/AML.T0024.002) now has unlimited use of that service without paying the owner of the intellectual property.
"
AML.T0010.001;ML Software;Technique;"AML.T0010.001: ML Software
Most machine learning systems rely on a limited set of machine learning frameworks.
An adversary could get access to a large number of machine learning systems through a comprise of one of their supply chains.
Many machine learning projects also rely on other open source implementations of various algorithms.
These can also be compromised in a targeted way to get access to specific systems.
"
AML.T0010;ML Supply Chain Compromise;Technique;"AML.T0010: ML Supply Chain Compromise
Adversaries may gain initial access to a system by compromising the unique portions of the ML supply chain.
This could include [Hardware](/techniques/AML.T0010.000), [Data](/techniques/AML.T0010.002) and its annotations, parts of the ML [ML Software](/techniques/AML.T0010.001) stack, or the [Model](/techniques/AML.T0010.003) itself.
In some instances the attacker will need secondary access to fully carry out an attack using compromised components of the supply chain.
"
AML.T0047;ML-Enabled Product or Service;Technique;"AML.T0047: ML-Enabled Product or Service
Adversaries may use a product or service that uses machine learning under the hood to gain access to the underlying machine learning model.
This type of indirect model access may reveal details of the ML model or its inferences in logs or metadata.
"
AML.T0011.001;Malicious Package;Technique;"AML.T0011.001: Malicious Package
Adversaries may develop malicious software packages that when imported by a user have a deleterious effect.
Malicious packages may behave as expected to the user. They may be introduced via [ML Supply Chain Compromise](/techniques/AML.T0010). They may not present as obviously malicious to the user and may appear to be useful for an AI-related task."
AML.T0043.003;Manual Modification;Technique;"AML.T0043.003: Manual Modification
Adversaries may manually modify the input data to craft adversarial data.
They may use their knowledge of the target model to modify parts of the data they suspect helps the model in performing its task.
The adversary may use trial and error until they are able to verify they have a working adversarial input.
"
AML.T0010.003;Model;Technique;"AML.T0010.003: Model
Machine learning systems often rely on open sourced models in various ways.
Most commonly, the victim organization may be using these models for fine tuning.
These models will be downloaded from an external source and then used as the base for the model as it is tuned on a smaller, private dataset.
Loading models often requires executing some saved code in the form of a saved model file.
These can be compromised with traditional malware, or through some adversarial machine learning techniques.
"
AML.T0002.001;Models;Technique;"AML.T0002.001: Models
Adversaries may acquire public models to use in their operations.
Adversaries may seek models used by the victim organization or models that are representative of those used by the victim organization.
Representative models may include model architectures, or pre-trained models which define the architecture as well as model parameters from training on a dataset.
The adversary may search public sources for common model architecture configuration file formats such as YAML or Python configuration files, and common model storage file formats such as ONNX (.onnx), HDF5 (.h5), Pickle (.pkl), PyTorch (.pth), or TensorFlow (.pb, .tflite).

Acquired models are useful in advancing the adversary's operations and are frequently used to tailor attacks to the victim model.
"
AML.T0016;Obtain Capabilities;Technique;"AML.T0016: Obtain Capabilities
Adversaries may search for and obtain software capabilities for use in their operations.
Capabilities may be specific to ML-based attacks [Adversarial ML Attack Implementations](/techniques/AML.T0016.000) or generic software tools repurposed for malicious intent ([Software Tools](/techniques/AML.T0016.001)). In both instances, an adversary may modify or customize the capability to aid in targeting a particular ML system."
AML.T0052;Phishing;Technique;"AML.T0052: Phishing
Adversaries may send phishing messages to gain access to victim systems. All forms of phishing are electronically delivered social engineering. Phishing can be targeted, known as spearphishing. In spearphishing, a specific individual, company, or industry will be targeted by the adversary. More generally, adversaries can conduct non-targeted phishing, such as in mass malware spam campaigns.

Generative AI, including LLMs that generate synthetic text, visual deepfakes of faces, and audio deepfakes of speech, is enabling adversaries to scale targeted phishing campaigns. LLMs can interact with users via text conversations and can be programmed with a meta prompt to phish for sensitive information. Deepfakes can be use in impersonation as an aid to phishing.
"
AML.T0008.003;Physical Countermeasures;Technique;"AML.T0008.003: Physical Countermeasures
Adversaries may acquire or manufacture physical countermeasures to aid or support their attack.

These components may be used to disrupt or degrade the model, such as adversarial patterns printed on stickers or T-shirts, disguises, or decoys. They may also be used to disrupt or degrade the sensors used in capturing data, such as laser pointers, light bulbs, or other tools."
AML.T0041;Physical Environment Access;Technique;"AML.T0041: Physical Environment Access
In addition to the attacks that take place purely in the digital domain, adversaries may also exploit the physical environment for their attacks.
If the model is interacting with data collected from the real world in some way, the adversary can influence the model through access to wherever the data is being collected.
By modifying the data in the collection process, the adversary can perform modified versions of attacks designed for digital access.
"
AML.T0018.000;Poison ML Model;Technique;"AML.T0018.000: Poison ML Model
Adversaries may introduce a backdoor by training the model poisoned data, or by interfering with its training process.
The model learns to associate an adversary-defined trigger with the adversary's desired output.
"
AML.T0020;Poison Training Data;Technique;"AML.T0020: Poison Training Data
Adversaries may attempt to poison datasets used by a ML model by modifying the underlying data or its labels.
This allows the adversary to embed vulnerabilities in ML models trained on the data that may not be easily detectable.
Data poisoning attacks may or may not require modifying the labels.
The embedded vulnerability is activated at a later time by data samples with an [Insert Backdoor Trigger](/techniques/AML.T0043.004)

Poisoned data can be introduced via [ML Supply Chain Compromise](/techniques/AML.T0010) or the data may be poisoned after the adversary gains [Initial Access](/tactics/AML.TA0004) to the system.
"
AML.T0000.001;Pre-Print Repositories;Technique;"AML.T0000.001: Pre-Print Repositories
Pre-Print repositories, such as arXiv, contain the latest academic research papers that haven't been peer reviewed.
They may contain research notes, or technical reports that aren't typically published in journals or conference proceedings.
Pre-print repositories also serve as a central location to share papers that have been accepted to journals.
Searching pre-print repositories  provide adversaries with a relatively up-to-date view of what researchers in the victim organization are working on.
"
AML.T0060;Publish Hallucinated Entities;Technique;"AML.T0060: Publish Hallucinated Entities
Adversaries may create an entity they control, such as a software package, website, or email address to a source hallucinated by an LLM. The hallucinations may take the form of package names commands, URLs, company names, or email addresses that point the victim to the entity controlled by the adversary. When the victim interacts with the adversary-controlled entity, the attack can proceed."
AML.T0019;Publish Poisoned Datasets;Technique;"AML.T0019: Publish Poisoned Datasets
Adversaries may [Poison Training Data](/techniques/AML.T0020) and publish it to a public location.
The poisoned dataset may be a novel dataset or a poisoned variant of an existing open source dataset.
This data may be introduced to a victim system via [ML Supply Chain Compromise](/techniques/AML.T0010).
"
AML.T0058;Publish Poisoned Models;Technique;"AML.T0058: Publish Poisoned Models
Adversaries may publish a poisoned model to a public location such as a model registry or code repository. The poisoned model may be a novel model or a poisoned variant of an existing open-source model. This model may be introduced to a victim system via [ML Supply Chain Compromise](/techniques/AML.T0010)."
AML.T0048.001;Reputational Harm;Technique;"AML.T0048.001: Reputational Harm
Reputational harm involves a degradation of public perception and trust in organizations.  Examples of reputation-harming incidents include scandals or false impersonations.
"
AML.T0004;Search Application Repositories;Technique;"AML.T0004: Search Application Repositories
Adversaries may search open application repositories during targeting.
Examples of these include Google Play, the iOS App store, the macOS App Store, and the Microsoft Store.

Adversaries may craft search queries seeking applications that contain a ML-enabled components.
Frequently, the next step is to [Acquire Public ML Artifacts](/techniques/AML.T0002).
"
AML.T0003;Search Victim-Owned Websites;Technique;"AML.T0003: Search Victim-Owned Websites
Adversaries may search websites owned by the victim for information that can be used during targeting.
Victim-owned websites may contain technical details about their ML-enabled products or services.
Victim-owned websites may contain a variety of details, including names of departments/divisions, physical locations, and data about key employees such as names, roles, and contact info.
These sites may also have details highlighting business operations and relationships.

Adversaries may search victim-owned websites to gather actionable information.
This information may help adversaries tailor their attacks (e.g. [Adversarial ML Attacks](/techniques/AML.T0017.000) or [Manual Modification](/techniques/AML.T0043.003)).
Information from these sources may reveal opportunities for other forms of reconnaissance (e.g. [Search for Victim's Publicly Available Research Materials](/techniques/AML.T0000) or [Search for Publicly Available Adversarial Vulnerability Analysis](/techniques/AML.T0001))
"
