id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
33,User (Browser) -> Streamlit UI (User input),Flood of large prompts or file uploads causing resource exhaustion and LLM cost spikes.,Data Flow,Denial of Service,AML.T0034: Cost Harvesting,LLM10: 2025 Unbounded Consumption,Request size limits; rate limiting; per-user quotas; early reject overly long inputs; streaming with backpressure; pre-check token estimates before forwarding to LLM.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
34,Streamlit UI -> User (Browser) (Output),"Response tampering (e.g., MitM, malicious extensions) injects scripts or alters results.",Data Flow,Tampering,,LLM05: 2025 Improper Output Handling,TLS; CSP; Subresource Integrity for assets; disable inline scripts; no unsafe HTML rendering; escape model outputs; optional signed responses in zero-trust contexts.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,5.3,llm,true,,false
35,Streamlit UI -> User (Browser) (Output),"Outputs reveal system prompts, stack traces, or sensitive data.",Data Flow,Information Disclosure,AML.T0056: LLM Meta Prompt Extraction,LLM02: 2025 Sensitive Information Disclosure,Output filters/redactors; safe error pages; block tokens matching secret patterns; evaluate prompts for leakage before rendering; role-based masking.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
36,Streamlit UI -> User (Browser) (Output),Very large responses or streaming floods overwhelm the browser/client.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,LLM10: 2025 Unbounded Consumption,Chunked streaming with limits; truncate long outputs; pagination; client timeouts; server-side response size caps.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,6.9,llm,true,,false
37,Streamlit UI -> LangChain ReAct Agent (submit),"Submission payload is tampered (e.g., injected control tokens) altering agent behavior.",Data Flow,Tampering,,LLM01: 2025 Prompt Injection,Strict message schema; escape user content; separate channels for instructions vs data; sanitize/normalize inputs; use guardrails/policy models before agent consumption.,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:L/VI:H/VA:N/SC:N/SI:N/SA:N,7,llm,true,,false
38,Streamlit UI -> LangChain ReAct Agent (submit),Submission includes or exposes sensitive info that propagates into logs/LLM context.,Data Flow,Information Disclosure,AML.T0057: LLM Data Leakage,LLM02: 2025 Sensitive Information Disclosure,Minimize logging of inputs; redact secrets; PII detection; tenant isolation; encrypt in transit (loopback TLS if crossing hosts).,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.9,llm,true,,false
39,Streamlit UI -> LangChain ReAct Agent (submit),Burst of submissions overwhelms agent pipelines and queues.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,LLM10: 2025 Unbounded Consumption,Backpressure between UI and agent; per-session concurrency caps; request shedding; priority queues; circuit breakers.,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6.9,llm,true,,false
40,LangChain ReAct Agent -> Streamlit UI (final answer),"Tampered final answer (e.g., injected HTML/JS) before rendering.",Data Flow,Tampering,,LLM05: 2025 Improper Output Handling,Sanitize/escape model outputs; disallow raw HTML rendering; content filters; neutralize links; safe Markdown rendering settings.,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,5.1,llm,true,,false
41,LangChain ReAct Agent -> Streamlit UI (final answer),Final answer includes sensitive data or prompts that should not be exposed.,Data Flow,Information Disclosure,AML.T0057: LLM Data Leakage,LLM02: 2025 Sensitive Information Disclosure,Apply post-answer redaction and policy checks; allowlist visible fields; mask PII; enforce tenant context constraints before display.,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.9,llm,true,,false
42,LangChain ReAct Agent -> Streamlit UI (final answer),Very large answers or infinite streams overwhelm UI pipeline.,Data Flow,Denial of Service,,LLM10: 2025 Unbounded Consumption,Response size/time caps; streaming with token budgets; cancelation support; truncation with user consent for expansion.,CVSS:4.0/AV:L/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,5.1,llm,true,,false
43,LangChain ReAct Agent -> Tool Dispatcher (tool call),Tampered tool call parameters (from compromised agent state) cause unintended operations.,Data Flow,Tampering,,LLM06: 2025 Excessive Agency,Strict tool schemas; parameter validation; allowlist of operations/resources; max rows and timeouts; require confirmation for sensitive tools (HITL).,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:H/VA:L/SC:N/SI:N/SA:N,6.9,llm,true,,false
44,LangChain ReAct Agent -> Tool Dispatcher (tool call),Sensitive data embedded in tool call arguments leaks to logs or other components.,Data Flow,Information Disclosure,AML.T0037: Data from Local System,LLM02: 2025 Sensitive Information Disclosure,Avoid logging secrets; redact parameters; minimize argument payload; use in-memory passing; encrypt logs at rest with access controls.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.8,llm,true,,false
45,LangChain ReAct Agent -> Tool Dispatcher (tool call),Excessive tool call volume causes queue saturation and resource depletion.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,LLM10: 2025 Unbounded Consumption,Rate limit per session; concurrency pools; backpressure to agent; circuit breakers and retries with jitter; step budget enforcement.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6.8,llm,true,,false
46,Tool Dispatcher -> LangChain ReAct Agent (Observation),"Tool results tampered or forged, misleading the agent.",Data Flow,Tampering,,LLM05: 2025 Improper Output Handling,Sign tool outputs; integrity checks (hash of query + parameters + rows); transmit over authenticated channel; verify schema/shape upon receipt.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:H/VA:L/SC:N/SI:N/SA:N,6.9,llm,true,,false
47,Tool Dispatcher -> LangChain ReAct Agent (Observation),Observations reveal more data than necessary (over-broad rows).,Data Flow,Information Disclosure,,LLM02: 2025 Sensitive Information Disclosure,Apply LIMIT and column selection; mask PII; partition/tenant filters; redact before returning; enforce max payload bytes.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.8,llm,true,,false
48,Tool Dispatcher -> LangChain ReAct Agent (Observation),Large result sets overwhelm the agent's memory or token budgets.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,LLM10: 2025 Unbounded Consumption,Row caps and pagination; sample/aggregate; early truncation; stream incrementally with stop conditions; enforce token budget checks.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,4.8,llm,true,,false
49,Tool Dispatcher -> SQLite DB (transactions.db) (SQL query),Query text tampered (dynamic string concatenation) enabling unintended writes or data exposure.,Data Flow,Tampering,,,Parameterized queries only; prepared statements; avoid string building; static query templates; least privilege (read-only) connections.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:H/VA:L/SC:N/SI:N/SA:N,6.9,llm,true,,false
50,Tool Dispatcher -> SQLite DB (transactions.db) (SQL query),Query parameters include sensitive data that may be logged by SQLite or OS.,Data Flow,Information Disclosure,AML.T0037: Data from Local System,,Disable SQL logging in prod; scrub parameters before logs; secure DB temporary files; use in-memory parameters; encrypt swap/disable core dumps.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.8,llm,true,,false
51,Tool Dispatcher -> SQLite DB (transactions.db) (SQL query),"Expensive queries (full scans, no indexes) starve DB, causing timeouts.",Data Flow,Denial of Service,,,Indexes; LIMIT + WHERE; query planner hints; timeout settings; rate limits; reject long-running queries; analyze and optimize queries.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6.8,llm,true,,false
52,SQLite DB (transactions.db) -> Tool Dispatcher (rows),Rows tampered (corrupt DB/file) causing incorrect observations.,Data Flow,Tampering,,,DB integrity_check; checksums; verify row counts/types; fail closed on corruption; restore from trusted backups.,CVSS:4.0/AV:L/AC:H/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,2,llm,true,,false
53,SQLite DB (transactions.db) -> Tool Dispatcher (rows),Returned rows include sensitive fields not intended for the agent.,Data Flow,Information Disclosure,AML.T0037: Data from Local System,LLM02: 2025 Sensitive Information Disclosure,Projection of explicit columns; view-based access; data masking; confidential attributes filtered in SQL layer.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.8,llm,true,,false
54,SQLite DB (transactions.db) -> Tool Dispatcher (rows),Huge result sets cause memory/processing exhaustion.,Data Flow,Denial of Service,AML.T0029: Denial of ML Service,,LIMIT; pagination/streaming; cap payload bytes; cancel queries exceeding thresholds; backpressure to caller.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,4.8,llm,true,,false
55,"Config files (.env, yaml, toml) -> LangChain ReAct Agent (Agent config & API key)","Config values tampered in transit/load (e.g., overridden by env) altering agent behavior.",Data Flow,Tampering,AML.T0010: ML Supply Chain Compromise,LLM03: 2025 Supply Chain,Load-order hardening; only read from trusted paths; verify checksums/signatures; lock down environment variable injection; assert schema and ranges for config values.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,4.8,llm,true,,false
56,"Config files (.env, yaml, toml) -> LangChain ReAct Agent (Agent config & API key)","API key exposure during load (logs, exceptions, memory dumps).",Data Flow,Information Disclosure,AML.T0055: Unsecured Credentials,,Avoid logging secrets; mask on print; secure memory handling; disable core dumps; role-based access to env/config; rotate keys on incident.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6.8,llm,true,,false
57,"Config files (.env, yaml, toml) -> LangChain ReAct Agent (Agent config & API key)",Missing/invalid config or key leads to agent failures and outages.,Data Flow,Denial of Service,,,Startup validation with clear errors; fallback to degraded mode; health checks; secret manager with HA; retries with jitter.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,4.8,llm,true,,false
58,"Config files (.env, yaml, toml) -> Tool Dispatcher (Tool/DB config)",DB path/params tampered to point to malicious or non-existent DB.,Data Flow,Tampering,,,Validate config against allowlists; canonicalize and verify DB location; require file ownership/permissions; refuse network paths if not needed.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,4.8,llm,true,,false
59,"Config files (.env, yaml, toml) -> Tool Dispatcher (Tool/DB config)","Sensitive config (paths, credentials) gets exposed via logs or errors.",Data Flow,Information Disclosure,AML.T0037: Data from Local System,,Do not log full config; mask sensitive fields; minimal error messages; separate secrets from non-secrets; limit read access.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,4.8,llm,true,,false
60,"Config files (.env, yaml, toml) -> Tool Dispatcher (Tool/DB config)",Invalid/slow DB configs cause dispatcher unavailability.,Data Flow,Denial of Service,,,Validate DB connectivity at startup; timeouts and retries; fall back to read-only or cached mode; circuit breaker for DB-dependent tools.,CVSS:4.0/AV:L/AC:L/AT:N/PR:L/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,4.8,llm,true,,false
61,LangChain ReAct Agent -> LLM Provider (OpenAI/HF/Ollama) (API key / LLM request),Request tampering or MitM discloses API key or alters prompt.,Data Flow,Tampering,,,TLS with cert validation/pinning; HTTPS-only; minimize key scope; rotate keys; avoid sending secrets in prompts; sign requests if supported.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:L/VA:L/SC:N/SI:N/SA:N,8.8,llm,true,,false
62,LangChain ReAct Agent -> LLM Provider (OpenAI/HF/Ollama) (API key / LLM request),Prompts unintentionally exfiltrate confidential data to provider or outside tenant boundary.,Data Flow,Information Disclosure,,LLM02: 2025 Sensitive Information Disclosure,Do not include secrets in prompts; provider data control settings; selective redaction; enterprise tenancy with data retention off; PHI/PII filters.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
63,LangChain ReAct Agent -> LLM Provider (OpenAI/HF/Ollama) (API key / LLM request),Excessive/automated requests drive cost spikes and rate-limit/DoS.,Data Flow,Denial of Service,AML.T0034: Cost Harvesting,LLM10: 2025 Unbounded Consumption,Per-user/session budgets; global quotas; adaptive rate limiting; batching; caching; preflight token estimation; hard cost ceilings.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
64,LLM Provider (OpenAI/HF/Ollama) -> LangChain ReAct Agent (LLM response),Response tampering or compromised provider returns manipulated or adversarial outputs.,Data Flow,Tampering,AML.T0043: Craft Adversarial Data,,Validate outputs against schemas; toxicity/safety filters; cross-check critical answers; deterministic temperature for sensitive tasks; provider trust and SLAs.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,6.3,llm,true,,false
