id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
35,AI Support Agent,Impersonation of downstream LLM endpoint or caller identity leads to unauthorized access/actions.,Process,Spoofing,,,mTLS with certificate pinning to provider; domain allowlists/DNSSEC; request signing; workload identity for outbound calls; strict inbound authn/z.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.2,llm,true,,false
36,AI Support Agent,Prompt injection via user-controlled inputs causes the agent to exfiltrate data or perform unsafe actions.,Process,Tampering,AML.T0051: LLM Prompt Injection,LLM01: 2025 Prompt Injection,Input isolation and schema validation; content/URL allowlists; retrieval/attachment sanitization; instruction hierarchy and output filters; tool/function allowlists.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,8.7,llm,true,,false
37,AI Support Agent,Lack of prompt/response/tool-use logging enables repudiation and hinders incident response.,Process,Repudiation,,LLM05: 2025 Improper Output Handling,"Structured logs linking user, context, prompts, responses, and tool calls; PII minimization/redaction; tamper-evident storage; retention policies.",CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,5.3,llm,true,,false
38,AI Support Agent,"Sensitive information disclosure in prompts or outputs, including system prompt leakage.",Process,Information Disclosure,AML.T0057: LLM Data Leakage,LLM02: 2025 Sensitive Information Disclosure,PII scrubbing/redaction; never include secrets in prompts; encrypt context at rest/in transit; detect and block leakage; mask system prompts; retrieval access controls.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,7.1,llm,true,,false
39,AI Support Agent,Unbounded LLM calls or large contexts cause cost blowups or service exhaustion.,Process,Denial of Service,,LLM10: 2025 Unbounded Consumption,Per-user/org quotas; rate limits; circuit breakers; response caching; max tokens/context; upstream budget caps and alerts.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
40,AI Support Agent,Excessive agency or insecure tool plugins allow escalation to privileged actions (confused-deputy).,Process,Elevation of Privileges,AML.T0053: LLM Plugin Compromise,LLM06: 2025 Excessive Agency,Capability sandboxing; explicit allowlists; human-in-the-loop for high-risk actions; per-tool scopes/guardrails; egress and secret access controls.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N,7.5,llm,true,,false
41,DeepSeek LLM,Spoofed provider endpoint or SDK/update compromise leads to adversary-controlled responses.,External Entity,Spoofing,AML.T0010: ML Supply Chain Compromise,,Use official SDKs with signature verification; pin TLS certificates; verify domains; monitor SBOM/attestations; restrict outbound to allowlisted hosts.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.2,llm,true,,false
42,DeepSeek LLM,Provider denies generating a harmful output or request receipt due to lack of traceability.,External Entity,Repudiation,,,"Capture request IDs, timestamps, hashes of prompts/responses; enable provider-side logging/correlation; contractual SLAs for auditability.",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N,6.9,llm,true,,false
43,User (Browser) -> Frontend UI,Request tampering/MITM or client-side manipulation of parameters and CSRF leading to unauthorized actions.,Data Flow,Tampering,AML.T0049: Exploit Public-Facing Application,,TLS 1.3 + HSTS; CSRF tokens; server-side validation/authorization; avoid sensitive data in URLs; integrity/checksums for critical intents.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,8.7,llm,true,,false
44,User (Browser) -> Frontend UI,"Sniffing or leakage of credentials/PII via insecure transport, referer headers, or browser cache.",Data Flow,Information Disclosure,AML.T0049: Exploit Public-Facing Application,,"Enforce TLS/HSTS; secure headers (Referrer-Policy=no-referrer, Cache-Control=no-store); avoid PII in query strings; input redaction in logs.",CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
45,User (Browser) -> Frontend UI,Request floods or large bodies overwhelm front-end and upstream services.,Data Flow,Denial of Service,,,WAF/rate limits; request body size/time limits; bot detection; CDN shielding; connection throttling/backpressure.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
46,Frontend UI -> User (Browser),"Response tampering/MITM or content injection modifies outputs (e.g., malicious JS).",Data Flow,Tampering,,,TLS/HSTS; strong CSP; subresource integrity; avoid inline scripts; response signing where feasible.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.3,llm,true,,false
47,Frontend UI -> User (Browser),Sensitive data exposed in responses or via client/proxy caching and verbose errors.,Data Flow,Information Disclosure,AML.T0049: Exploit Public-Facing Application,,Minimize sensitive fields; redact errors; Cache-Control: no-store; X-Content-Type-Options; avoid exposing internal IDs.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
48,Frontend UI -> User (Browser),"Large/streaming responses and downloads saturate client/network, amplifying DoS.",Data Flow,Denial of Service,,,Per-response size/time limits; pagination/chunking; compression and rate limits; abort slow clients.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
49,Frontend UI -> Auth Service,Tampering with login/register payloads or MITM on internal hop alters auth decisions.,Data Flow,Tampering,,,mTLS/service mesh; request signing; strict schema validation; replay protection (nonce/jti).,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.2,llm,true,,false
50,Frontend UI -> Auth Service,Credentials or PII disclosure over the wire or through logs/metrics.,Data Flow,Information Disclosure,,,mTLS; minimize/avoid transmitting secrets; redact logs; secure metrics; OAuth best practices.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.2,llm,true,,false
51,Frontend UI -> Auth Service,Burst of auth requests exhausts the service on this path.,Data Flow,Denial of Service,,,Per-IP/user rate limits at edge; CAPTCHA; circuit breakers; priority queues for authenticated traffic.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
52,Auth Service -> Frontend UI,"Token/session tampering or swap in transit (e.g., man-in-the-middle inside cluster).",Data Flow,Tampering,,,mTLS; Set-Cookie with HttpOnly/Secure/SameSite=strict; sign tokens (RS/ES); bind token to client context where feasible.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.2,llm,true,,false
53,Auth Service -> Frontend UI,"Token/session disclosure via headers, referrers, or improper storage.",Data Flow,Information Disclosure,,,Do not place tokens in URLs; HttpOnly cookies; Referrer-Policy: no-referrer; avoid localStorage for secrets; short TTL.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
54,Auth Service -> Frontend UI,Token refresh/issuance bursts overwhelm channels or caches.,Data Flow,Denial of Service,,,Throttle token issuance; exponential backoff; cache headers; staggered refresh; circuit breakers.,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.2,llm,true,,false
55,Auth Service -> Database,"Tampering with DB connection/queries in transit (downgraded TLS, MITM).",Data Flow,Tampering,,,Enforce TLS to DB with cert validation; restrict network paths; parameterized queries; least-privileged DB user.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
56,Auth Service -> Database,Disclosure of credentials or password hashes during auth checks.,Data Flow,Information Disclosure,,,TLS; avoid SELECTing sensitive columns; hash-and-compare within DB function; encrypt columns; protect backups/snapshots.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
57,Auth Service -> Database,Auth check bursts exhaust DB connections or locks.,Data Flow,Denial of Service,,,Connection pooling; rate limit login attempts; statement_timeout; caching of safe-to-cache metadata.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
58,Database -> Auth Service,Validation responses altered in transit causing incorrect auth results.,Data Flow,Tampering,,,TLS; response schema validation; check row counts/expected flags; replay protection.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
59,Database -> Auth Service,"Exposure of unnecessary columns in responses (e.g., password hashes, salts).",Data Flow,Information Disclosure,,,Principle of least data; views/stored procedures; column-level encryption/masking; avoid logging result sets.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
60,Database -> Auth Service,Slow/large responses tie up threads and block auth pipeline.,Data Flow,Denial of Service,,,Query optimization; pagination; timeouts; circuit breaker fallback to ‘temporarily unavailable’.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
61,Frontend UI -> Business Logic,Parameter tampering or JWT misuse in transit leads to unauthorized actions.,Data Flow,Tampering,,,mTLS; verify JWTs; server-side validation; idempotency keys for state changes; signed requests for critical actions.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,8.7,llm,true,,false
62,Frontend UI -> Business Logic,"Leakage of PII or account identifiers via headers, URLs, or logs.",Data Flow,Information Disclosure,,,TLS; avoid PII in URL; structured logging with redaction; encrypt sensitive request fields end-to-end where feasible.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,8.7,llm,true,,false
63,Frontend UI -> Business Logic,High rate of state-changing actions overwhelms business logic.,Data Flow,Denial of Service,,,Per-user/org quotas; rate limiting; asynchronous job offloading; backpressure/circuit breakers.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
64,Business Logic -> Frontend UI,Response tampering in transit could alter balances/transactions shown.,Data Flow,Tampering,,,TLS; signed data for critical reads; ETag integrity; client-side verification for critical displays if applicable.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,9.3,llm,true,,false
65,Business Logic -> Frontend UI,Over-broad data in responses discloses other users’ info (multi-tenant leakage).,Data Flow,Information Disclosure,,,Data minimization; object/tenant scoping; response filtering; schema-based serializers with allowlists.,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,7.1,llm,true,,false
66,Business Logic -> Frontend UI,Very large responses or server-sent events overwhelm clients and infrastructure.,Data Flow,Denial of Service,,,Pagination; max response size and time; streaming with backpressure; per-client rate limits.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,8.7,llm,true,,false
67,Business Logic -> Database,Tampering with SQL traffic or parameters over the network leads to incorrect writes/reads.,Data Flow,Tampering,,,TLS to DB; prepared statements; role separation; firewall rules limiting DB access to service IPs.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
68,Business Logic -> Database,"Disclosure of sensitive query parameters or embedded secrets (e.g., in DSNs).",Data Flow,Information Disclosure,,,Secrets manager for DSNs; TLS; minimize PII in queries; log redaction; encrypt sensitive columns.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
69,Business Logic -> Database,Query storms or long transactions overload DB via this path.,Data Flow,Denial of Service,,,Statement timeouts; connection pool limits; caching; rate limits; circuit breakers/fail fast.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
70,Database -> Business Logic,Tampered result sets (MITM) or stale replays lead to incorrect business decisions.,Data Flow,Tampering,,,"TLS; response verification (row counts, checksums); reject unexpected schemas; use transaction IDs.",CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
71,Database -> Business Logic,Excess or sensitive fields returned leak PII/PCI data to app and logs.,Data Flow,Information Disclosure,,,Views/whitelists; row/column-level security; data masking; restrict ORM eager loading; log redaction.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,6,llm,true,,false
72,Database -> Business Logic,Huge result sets overwhelm app memory/threads causing cascade failures.,Data Flow,Denial of Service,,,LIMIT/pagination; server-side cursors; memory limits; streaming with backpressure.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,6,llm,true,,false
73,Business Logic -> File Upload Handler,"Tampering with upload metadata (e.g., content-type, filename) changes downstream handling.",Data Flow,Tampering,,,Strict schema; sanitize filenames; sign metadata (HMAC) with request; enforce server-detected MIME types.,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,8.6,llm,true,,false
74,Business Logic -> File Upload Handler,"Exposure of sensitive metadata (filenames, paths, user IDs) during upload initiation.",Data Flow,Information Disclosure,,,TLS; minimize metadata; avoid embedding PII in names; log redaction; encrypt sensitive metadata fields in transit and at rest.,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,7.1,llm,true,,false
75,Business Logic -> File Upload Handler,Oversized or too many concurrent upload requests overwhelm the handler.,Data Flow,Denial of Service,,,Max body size; streaming; concurrency caps; per-user quotas; pre-signed URL expirations.,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,7.1,llm,true,,false
76,File Upload Handler -> Business Logic,"Status/metadata tampering (e.g., false success) misleads business logic.",Data Flow,Tampering,,,mTLS; signed callbacks with shared keys; correlate with server-side computed hashes and sizes; idempotency tokens.,CVSS:4.0/AV:N/AC:H/AT:N/PR:L/UI:N/VC:H/VI:H/VA:L/SC:N/SI:N/SA:N,7.6,llm,true,,false
