id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
11,Authorization Logic,Lack of audit trail allows repudiation of authorization decisions,Process,Repudiation,,,"Log all allow/deny decisions to a secure, tamper-proof store.",CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
12,Authorization Logic,Detailed error messages reveal role structure or sensitive data,Process,Information Disclosure,,,Return generic errors; filter stack traces and role details.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
13,Authorization Logic,"Heavy or malformed requests exhaust compute, causing service unavailability",Process,Denial of Service,,,Rate-limit requests; enforce payload size limits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
14,Authorization Logic,Flawed logic or misconfiguration grants elevated privileges,Process,Elevation of Privilege,,,Apply the principle of least privilege; conduct periodic access reviews.,CVSS:4.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,llm,true,,false
15,Blog Application API,Impersonation of API calls via stolen or forged API keys,Process,Spoofing,,,Use short-lived managed identities or rotating keys with strict scope.,CVSS:4.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,,llm,true,,false
16,Blog Application API,Manipulation of API request payload to perform unauthorized operations,Process,Tampering,,,Validate and sanitize payloads; employ schema validation.,CVSS:4.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,,llm,true,,false
17,Blog Application API,Insufficient request logging allows users to deny malicious API actions,Process,Repudiation,,,Implement detailed request/response logging with non-repudiation safeguards.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
18,Blog Application API,API error responses expose stack traces or sensitive configuration,Process,Information Disclosure,,,Suppress debug info; sanitize error messages before returning.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
19,Blog Application API,Flooding API endpoints degrades or crashes the service,Process,Denial of Service,,,"Implement API throttling, autoscaling, and quotas.",CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
20,Blog Application API,API code exploits allow privilege escalation within underlying resources,Process,Elevation of Privilege,,,Run under least-privileged managed identity; secure API host OS.,CVSS:4.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,llm,true,,false
21,Development Instance,Attacker spoofs pipeline triggers to deploy malicious builds,Process,Spoofing,,,Authenticate pipeline triggers using signed webhooks or tokens.,CVSS:4.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,,llm,true,,false
22,Development Instance,Injection of malicious build artifacts to alter deployment pipeline,Process,Tampering,,,Verify artifact signatures; use hardened build agents.,CVSS:4.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,,llm,true,,false
23,Development Instance,Lack of build logs allows denial of authorship for deployments,Process,Repudiation,,,Log build and deployment actions to an immutable log store.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
24,Development Instance,Display of sensitive pipeline variables or secrets in build logs,Process,Information Disclosure,,,Mask secrets in logs; restrict log access to authorized personnel.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
25,Development Instance,Overloading build agents with large artifacts halts deployment,Process,Denial of Service,,,Enforce artifact size limits; autoscale build capacity.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
26,Development Instance,Build container gains elevated privileges via misconfigured credential,Process,Elevation of Privilege,,,Run containers with minimal rights; use managed identities.,CVSS:4.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,llm,true,,false
27,Automation Account,Forged calls to runbooks to perform unauthorized actions,Process,Spoofing,,,Restrict automation role to IP ranges; require MFA for triggers.,CVSS:4.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,,llm,true,,false
28,Automation Account,Tampering with automation scripts to inject destructive actions,Process,Tampering,,,Store runbooks in version-controlled repo; enforce code review.,CVSS:4.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,,llm,true,,false
29,Automation Account,Absence of execution logs allows script actions to be repudiated,Process,Repudiation,,,Enable detailed runbook logging to secure audit store.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
30,Automation Account,"Stored runbooks reveal resource names, keys, or structure",Process,Information Disclosure,,,Encrypt runbooks at rest; redact sensitive information.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
31,Automation Account,Runbook storms exhaust Azure Automation quotas,Process,Denial of Service,,,Apply concurrency limits and alert thresholds.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
32,Automation Account,Scripts run as Owner permit privilege escalation in resource group,Process,Elevation of Privilege,,,Grant only required roles; use separate service principals.,CVSS:4.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,llm,true,,false
33,Application Resource Storage Container,Attacker alters static assets or configs in blob storage,Data Store,Tampering,,,Enable immutable storage and blob versioning.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
34,Application Resource Storage Container,Malicious removal or overwriting of blobs without detection,Data Store,Repudiation,,,Enable soft delete and logging of blob operations.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
35,Application Resource Storage Container,Unauthorized reading of configuration or static assets,Data Store,Information Disclosure,,,Use container-level encryption and SAS tokens with least privilege.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
36,Application Resource Storage Container,Flooding storage with requests or uploads leads to resource exhaustion,Data Store,Denial of Service,,,Apply Azure Storage throttling and upload limits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
37,Dev Storage Container,Alteration of build artifacts leading to compromised deployments,Data Store,Tampering,,,Sign artifacts; verify integrity before use.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
38,Dev Storage Container,Deletion of build artifacts repudiates developer actions,Data Store,Repudiation,,,Enable soft delete and audit logging.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
39,Dev Storage Container,Unauthorized access exposes proprietary or sensitive build data,Data Store,Information Disclosure,,,Restrict container ACLs; encrypt data at rest.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
40,Dev Storage Container,Overloading dev container with large blobs disrupts CI/CD pipeline,Data Store,Denial of Service,,,Enforce size quotas and rate limits on uploads.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
41,Resource Group,Unauthorized modification of resources in the group,Data Store,Tampering,,,Lock critical resources; enforce RBAC least privilege.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
42,Resource Group,An attacker denies having changed resource configurations,Data Store,Repudiation,,,Enable activity logs and resource locks.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
43,Resource Group,Exposure of resource details or secrets in resource metadata,Data Store,Information Disclosure,,,Redact sensitive info; restrict metadata access.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
44,Resource Group,Attackers deplete quota or delete resources causing downtime,Data Store,Denial of Service,,,Use resource locks; monitor and alert on quota usage.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
45,Function Code,Injection of malicious code into function scripts,Data Store,Tampering,,,Use code signing and integrity checks at runtime.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
46,Function Code,Lack of change history allows repudiation of code changes,Data Store,Repudiation,,,Maintain version control with signed commits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
47,Function Code,Exposure of code reveals internal logic or credentials,Data Store,Information Disclosure,,,Restrict repository access; encrypt sensitive files.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
48,Function Code,Deleting or corrupting code files disrupts application operations,Data Store,Denial of Service,,,Enable soft delete and geo-redundant backups.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
49,Credentials,Modification of secrets to redirect connections or escalate access,Data Store,Tampering,,,Enable Key Vault soft delete and purge protection.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
50,Credentials,Absence of access history enables repudiation of secret retrieval,Data Store,Repudiation,,,Enable Key Vault logging with immutable retention.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
51,Credentials,Unauthorized reading of secrets from Key Vault,Data Store,Information Disclosure,,,Restrict Vault ACLs to service principal identities only.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
52,Credentials,Racing or flooding Key Vault requests denies secret access,Data Store,Denial of Service,,,Implement request throttling and alerting.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
53,Storage Account,Tampering with media blobs to inject malicious content,Data Store,Tampering,,,Use signed URLs and content checksums.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
54,Storage Account,Missing write logs on blob operations allows repudiation,Data Store,Repudiation,,,Enable storage logging with immutable retention.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
55,Storage Account,Public container misconfiguration exposes media to anyone,Data Store,Information Disclosure,,,Enforce private containers; audit ACLs.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
56,Storage Account,Storage throttling due to excessive requests leads to downtime,Data Store,Denial of Service,,,Apply SAS token rate limits and alerts.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
57,Cosmos DB,Tampering with stored documents corrupts blog data,Data Store,Tampering,,,Enable integrity checks and role-based access.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
58,Cosmos DB,Deletion or modification of audit logs within the database repudiates user actions,Data Store,Repudiation,,,Store logs in append-only containers; use geo-redundancy.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,,llm,true,,false
59,Cosmos DB,Database export or unauthorized query reveals sensitive content,Data Store,Information Disclosure,,,Encrypt data at rest/in-transit; enforce RBAC and firewall rules.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
60,Cosmos DB,High volume of queries or large data loads causes DB throttling,Data Store,Denial of Service,,,Set request units quotas; monitor and autoscale throughput.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
61,User → Blog Application,Attacker tampers with HTTP requests in transit,Data Flow,Tampering,,,Enforce HTTPS/TLS with HSTS.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
62,User → Blog Application,Eavesdropping on user requests leaks session tokens or PII,Data Flow,Information Disclosure,,,Use end-to-end encryption (TLS 1.2+).,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
63,User → Blog Application,Flood of HTTP requests overwhelms the front-end,Data Flow,Denial of Service,,,Deploy WAF and rate limiting at edge.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
64,Blog Application → Application Resource Storage Container,Modification of blobs mid-transfer,Data Flow,Tampering,,,Use HTTPS and validate blob checksums.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
65,Blog Application → Application Resource Storage Container,Interception of sensitive config during read/write,Data Flow,Information Disclosure,,,Ensure TLS and use private endpoints.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
66,Blog Application → Application Resource Storage Container,Excessive storage operations saturate throughput,Data Flow,Denial of Service,,,Apply client-side caching and rate limits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
67,Application Resource Storage Container → Dev Storage Container,Build artifacts tampered during copy,Data Flow,Tampering,,,Use signed and hashed artifacts; verify integrity.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
68,Application Resource Storage Container → Dev Storage Container,Leak of proprietary artifacts during transfer,Data Flow,Information Disclosure,,,Restrict network paths; enforce encryption.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
69,Application Resource Storage Container → Dev Storage Container,Bulk copy operations starve other services,Data Flow,Denial of Service,,,Throttling on copy jobs; schedule off-peak.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
70,Dev Storage Container → Development Instance,Corruption of artifacts while polling or downloading,Data Flow,Tampering,,,Validate signatures and hashes post-download.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
71,Dev Storage Container → Development Instance,Exposure of build artifacts to unauthorized hosts,Data Flow,Information Disclosure,,,Use private link endpoints; firewall dev network.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
72,Dev Storage Container → Development Instance,Continuous polling overloads storage and build agents,Data Flow,Denial of Service,,,Use event-driven triggers; back-off on failures.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
73,Development Instance → Automation Account,Injection of unauthorized API calls to automation,Data Flow,Tampering,,,Authenticate calls with service identity and scopes.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
74,Development Instance → Automation Account,Leaking credentials or tokens in transit,Data Flow,Information Disclosure,,,Use secure managed identity flows; encrypt in transit.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
75,Development Instance → Automation Account,High volume calls exhaust automation service quotas,Data Flow,Denial of Service,,,Throttle runbook invocations; monitor usage.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
76,Automation Account → Resource Group,Tampering with provisioning calls to create rogue resources,Data Flow,Tampering,,,Validate runbook parameters; use deployment templates.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
77,Automation Account → Resource Group,Exposure of Azure resource tokens in runbook calls,Data Flow,Information Disclosure,,,Use managed identities; never log tokens.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
78,Automation Account → Resource Group,Flood of automation changes destabilizes resource group,Data Flow,Denial of Service,,,Implement change approval workflows; rate limits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
79,Resource Group → Anonymous User,Injection of malicious responses to attacker’s queries,Data Flow,Tampering,,,Harden management endpoints; require authenticated access.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
80,Resource Group → Anonymous User,Leaking of resource details via public management interfaces,Data Flow,Information Disclosure,,,Disable public management protocols; use private endpoints.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
81,Resource Group → Anonymous User,Attacker floods resource group APIs causing service outage,Data Flow,Denial of Service,,,Enable Azure DDoS Protection and resource locks.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
82,Blog Application → Authorization Logic,Tampering with inter-process call parameters,Data Flow,Tampering,,,Use signed tokens and validate inputs.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
83,Blog Application → Authorization Logic,Authorization response reveals policy details,Data Flow,Information Disclosure,,,Return minimal decision data; no policy details.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
84,Blog Application → Authorization Logic,Excessive calls to logic service degrades authentication performance,Data Flow,Denial of Service,,,Cache authorization decisions; rate limiting.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
85,Authorization Logic → Authorized/Unauthorized,Tampering with decision outcome en route,Data Flow,Tampering,,,Sign decision tokens; verify before use.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
86,Authorization Logic → Authorized/Unauthorized,Disclosure of internal decision metrics or logs,Data Flow,Information Disclosure,,,Strip internal metrics from responses.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
87,Authorization Logic → Authorized/Unauthorized,"Gamut of requests floods logic service, preventing decisions",Data Flow,Denial of Service,,,Enforce request quotas; apply burst limits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
88,Blog Application API → Function Code,Corruption of code package during retrieval,Data Flow,Tampering,,,Validate package checksums and signatures.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
89,Blog Application API → Function Code,Exposure of code repository URLs or tokens in transit,Data Flow,Information Disclosure,,,Encrypt links; never expose credentials in URLs.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
90,Blog Application API → Function Code,Excessive code retrieval requests slow down function execution,Data Flow,Denial of Service,,,Cache code packages locally; rate limit fetches.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
91,Blog Application API → Credentials,Intercepted secret retrieval calls leak connection strings,Data Flow,Information Disclosure,,,Use secure vault SDKs over TLS; no plaintext.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
92,Blog Application API → Credentials,Tampering with secret identifiers to retrieve wrong secrets,Data Flow,Tampering,,,Validate secret names and versions against allowlist.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
93,Blog Application API → Credentials,Flood of vault requests triggers throttling/lockout,Data Flow,Denial of Service,,,Cache retrieved secrets; adhere to vault rate limits.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
94,Blog Application API → Storage Account,Tampering with image upload requests injects malicious payloads,Data Flow,Tampering,,,Validate file types and scan uploads.,CVSS:4.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,,llm,true,,false
95,Blog Application API → Storage Account,Sniffing storage SAS tokens or URLs in transit,Data Flow,Information Disclosure,,,Use short-lived tokens; ensure TLS.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
96,Blog Application API → Storage Account,Excessive blob operations degrade storage performance,Data Flow,Denial of Service,,,Implement client-side caching and quotas.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
97,Blog Application API → Cosmos DB,Injection in database queries leading to unauthorized data access,Data Flow,Tampering,,,Use parameterized queries and input validation.,CVSS:4.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,,llm,true,,false
98,Blog Application API → Cosmos DB,Eavesdropping on database traffic reveals PII or blog content,Data Flow,Information Disclosure,,,Enable TLS encryption in transit; private endpoint.,CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,llm,true,,false
99,Blog Application API → Cosmos DB,High volume queries exhaust RU/s causing query failures,Data Flow,Denial of Service,,,"Rate-limit queries, monitor RU consumption, autoscale.",CVSS:4.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,llm,true,,false
