id,element,threat_description,element_type,stride,mitre_atlas,owasp_top_10_for_llm,mitigation,cvss_vector,cvss_score,threat_source,validation,justification,mitigated
16,User → Blog Application,Eavesdropping on unencrypted HTTP traffic exposes session tokens.,Data Flow,Information Disclosure,T1040: Network Sniffing,A02:2021: Cryptographic Failures,Use HTTPS exclusively; disable HTTP; enable Perfect Forward Secrecy.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
17,User → Blog Application,Flooding the front-end with requests to exhaust resources.,Data Flow,Denial of Service,T1499.001: Endpoint Flood,,"Implement WAF rules, rate limiting, and CAPTCHA on forms.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
18,Blog Application API,Attacker uses stolen API key to masquerade as a valid client.,Process,Spoofing,T1550: Use of Valid Accounts,A07:2021: Identification and Authentication Failures,Rotate and scope API keys; enforce mTLS or signed requests.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,8.3,llm,true,,false
19,Blog Application API,Adversary tampers with JSON payload to alter data operations.,Process,Tampering,T1490: Inhibit System Recovery,A03:2021: Injection,Validate and sanitize payloads; use parameterized calls.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
20,Blog Application API,Lack of request/response logging enables denial of API calls performed.,Process,Repudiation,T1071: Application Layer Protocol,A09:2021: Security Logging and Monitoring Failures,"Implement immutable, timestamped API logs with request IDs.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
21,Blog Application API,Detailed error stack traces reveal internal code structure.,Process,Information Disclosure,T1552: Unsecured Credentials,A05:2021: Security Misconfiguration,Disable detailed errors; return generic messages.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
22,Blog Application API,Flooding API endpoints exhausts function concurrency and downstream resources.,Process,Denial of Service,T1499: Endpoint Denial of Service,,"Apply rate limits, circuit breakers, and WAF protection.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
23,Blog Application API,Misconfigured role assignment allows API to perform unauthorized actions.,Process,Elevation of Privilege,T1548: Abuse Elevation Control Mechanism,A05:2021: Security Misconfiguration,Enforce least-privilege on managed identity; regular RBAC reviews.,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
24,Development Instance,Impersonation of the container instance to push malicious builds.,Process,Spoofing,T1587.002: Hijack Execution Flow: DLL Side-Loading,A08:2021: Software and Data Integrity Failures,Authenticate container instance via certificates; validate build source.,CVSS:3.1/AV:N/AC:M/PR:N/UI:N/S:U/C:H/I:H/A:N,,llm,true,,false
25,Development Instance,Tampering of deployment scripts or build artifacts before deployment.,Process,Tampering,T1059.003: Windows Command Shell,A03:2021: Injection,Sign and verify artifacts; enforce pipeline code reviews.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
26,Development Instance,Container actions not logged allow repudiation of changes to prod infra.,Process,Repudiation,T1078: Valid Accounts,A09:2021: Security Logging and Monitoring Failures,Enable container activity logs with integrity checks.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
27,Development Instance,Sensitive environment variables (keys) leak via container logs.,Process,Information Disclosure,T1552: Unsecured Credentials,A02:2021: Cryptographic Failures,Redact secrets from logs; use managed identities.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
28,Development Instance,Overconsumption of CPU/memory by build processes causes pipeline failure.,Process,Denial of Service,T1499: Endpoint Denial of Service,,"Resource quotas, autoscaling, and health probes.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
29,Development Instance,Compromised instance elevates to Contributor across the Dev Resource Group.,Process,Elevation of Privilege,T1548: Abuse Elevation Control Mechanism,,Assign minimal roles; use separate service principals for pipeline.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
30,Automation Account,Adversary spoofs the automation account identity to run arbitrary scripts.,Process,Spoofing,T1078: Valid Accounts,A07:2021: Identification and Authentication Failures,Use strong authentication (managed identity); rotate keys.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,9.4,llm,true,,false
31,Automation Account,Runbook code is tampered with to deploy malicious resources.,Process,Tampering,T1059.006: Graphical User Interface,A03:2021: Injection,Store runbooks in secure repo; enforce code signing.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
32,Automation Account,Lack of runbook execution logs allows repudiation of changes made.,Process,Repudiation,T1078: Valid Accounts,A09:2021: Security Logging and Monitoring Failures,Enable audit logs for all runbook actions in Log Analytics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
33,Automation Account,Runbook outputs include plain‐text secrets from Key Vault.,Process,Information Disclosure,T1552: Unsecured Credentials,A02:2021: Cryptographic Failures,Mask secrets in logs; limit verbose output.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
34,Automation Account,Mass triggering of runbooks exhausts automation throughput.,Process,Denial of Service,T1499: Endpoint Denial of Service,,Throttle runbook triggers; implement approval workflows.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
35,Automation Account,Compromised account elevates privileges to Owner on production RG.,Process,Elevation of Privilege,T1548: Abuse Elevation Control Mechanism,,Use separate least-privileged service principal for prod; monitor RBAC changes.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
36,Application Resource Storage Container,Malicious actor modifies static assets or config blobs.,Data Store,Tampering,T1565: Data Manipulation,A08:2021: Software and Data Integrity Failures,Enable blob immutability policies and SAS tokens with write restrictions.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
37,Application Resource Storage Container,Uploader denies having changed configuration blobs.,Data Store,Repudiation,T1099: Data from Local System,A09:2021: Security Logging and Monitoring Failures,Enable Storage Analytics logs with read/write auditing.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
38,Application Resource Storage Container,Public access to container leaks environment configuration.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Disable public access; enforce private endpoints.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
39,Application Resource Storage Container,Excessive read/write requests throttle access for legitimate users.,Data Store,Denial of Service,T1499: Endpoint Denial of Service,,"Apply storage account throttling, SAS token limits, and monitoring.",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
40,Dev Storage Container,Injection of malicious build artifacts into Dev container.,Data Store,Tampering,T1574: Hijack Execution Flow,A08:2021: Software and Data Integrity Failures,Restrict write access; scan blobs for malware.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
41,Dev Storage Container,No audit trail of who uploaded or modified artifacts.,Data Store,Repudiation,T1099: Data from Local System,A09:2021: Security Logging and Monitoring Failures,Enable blob-level auditing and alert on changes.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
42,Dev Storage Container,Access to build artifacts discloses proprietary code.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Use private endpoints and RBAC; encrypt at rest.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
43,Dev Storage Container,Bulk uploads of large blobs exhaust storage capacity.,Data Store,Denial of Service,T1499: Endpoint Denial of Service,,Quota on container size; monitor metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
44,Resource Group,"Attacker modifies resource configurations (VM, Functions).",Data Store,Tampering,T1578.002: Hijack Execution Flow,A05:2021: Security Misconfiguration,Lock critical resources; enable RBAC with MFA.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
45,Resource Group,"Changes to resources go unlogged, enabling repudiation.",Data Store,Repudiation,T1078: Valid Accounts,A09:2021: Security Logging and Monitoring Failures,Enable Azure Activity Logs with retention and alerts.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
46,Resource Group,Metadata about deployed services disclosed via API endpoints.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A05:2021: Security Misconfiguration,Restrict resource discovery APIs; use private links.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,4.3,llm,true,,false
47,Resource Group,Mass deletion or stop commands render production unavailable.,Data Store,Denial of Service,T1499: Endpoint Denial of Service,,Apply resource locks and multi-user approvals.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H,6.8,llm,true,,false
48,Function Code,Unauthorized modification of code packages before execution.,Data Store,Tampering,T1505: Server Software Component,A03:2021: Injection,Code signing and validation at runtime.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
49,Function Code,"Changes to code not tracked or logged, enabling repudiation.",Data Store,Repudiation,T1071: Application Layer Protocol,A09:2021: Security Logging and Monitoring Failures,Use version control with immutable history and alert on changes.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
50,Function Code,Exposure of code in transit reveals business logic and secrets.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Encrypt transport channels; restrict access to package store.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
51,Function Code,Large code downloads slow or block function startup.,Data Store,Denial of Service,T1499.001: Endpoint Flood,,Optimize package size; use caching; deploy incremental updates.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
52,Credentials,Alteration of secrets in Key Vault to gain unauthorized access.,Data Store,Tampering,T1552: Unsecured Credentials,A05:2021: Security Misconfiguration,Enable Key Vault purge protection and RBAC logging.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
53,Credentials,No audit of key accesses allows denial of secret retrieval.,Data Store,Repudiation,T1078: Valid Accounts,A09:2021: Security Logging and Monitoring Failures,Enable Key Vault logging and alert on access anomalies.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
54,Credentials,Misconfigured vault policies expose secrets to unintended consumers.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Scope vault access via firewall and private endpoints.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
55,Credentials,High request volume leads to throttling and credential retrieval failures.,Data Store,Denial of Service,T1499: Endpoint Denial of Service,,Implement caching and retry strategies with backoff.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
56,Storage Account,Unauthorized modification of blog media blobs.,Data Store,Tampering,T1565: Data Manipulation,A05:2021: Security Misconfiguration,Enable blob immutability and soft delete.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
57,Storage Account,"No granular logs of blob changes, enabling repudiation.",Data Store,Repudiation,T1099: Data from Local System,A09:2021: Security Logging and Monitoring Failures,Enable storage analytics and Change Feed auditing.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
58,Storage Account,Public container settings disclose user-uploaded media.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Disable anonymous access; use SAS tokens.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
59,Storage Account,Large malicious uploads exhaust storage quotas.,Data Store,Denial of Service,T1499.001: Endpoint Flood,,Enforce upload size limits and monitor metrics.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
60,Cosmos DB,Injection of malicious documents or update operations.,Data Store,Tampering,T1570: Lateral Tool Transfer,A03:2021: Injection,Validate inputs; use parameterized queries and stored procedures.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
61,Cosmos DB,"Writes to DB go unlogged, allowing denial of malicious inserts.",Data Store,Repudiation,T1099: Data from Local System,A09:2021: Security Logging and Monitoring Failures,Enable diagnostic logging and retention.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:N,0,llm,true,,false
62,Cosmos DB,Misconfigured firewall allows unauthorized read operations.,Data Store,Information Disclosure,T1537: Transfer Data to Cloud Account,A05:2021: Security Misconfiguration,Restrict IP ranges and use VNET integration.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,6.5,llm,true,,false
63,Cosmos DB,High volume of queries exhausts provisioned RU/s and throttles service.,Data Store,Denial of Service,T1499: Endpoint Denial of Service,,Monitor RU usage; implement backoff and caching.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
64,Blog Application → Application Resource Storage Container,Intercepting and modifying config/blob requests.,Data Flow,Tampering,T1557: Adversary-in-the-Middle,A02:2021: Cryptographic Failures,Use HTTPS with mutual auth; SAS tokens signed and scoped.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
65,Blog Application → Application Resource Storage Container,Eavesdropping reveals static asset contents and configs.,Data Flow,Information Disclosure,T1040: Network Sniffing,A02:2021: Cryptographic Failures,Encrypt in transit; enforce TLS 1.2+.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
66,Blog Application → Application Resource Storage Container,Excessive read/write floods the storage container.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Enforce request rate limits and quotas.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
67,Application Resource Storage Container → Dev Storage Container,Tampering with copy pipeline to divert artifacts.,Data Flow,Tampering,T1570: Lateral Tool Transfer,A08:2021: Software and Data Integrity Failures,Authenticate pipeline steps; verify source/destination signatures.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
68,Application Resource Storage Container → Dev Storage Container,Leak of proprietary artifacts during copy operations.,Data Flow,Information Disclosure,T1040: Network Sniffing,A02:2021: Cryptographic Failures,Encrypt replication channels; use private endpoints.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
69,Application Resource Storage Container → Dev Storage Container,High-throughput copying overwhelms source container.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttle copy jobs; schedule off-peak replication.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
70,Dev Storage Container → Development Instance,Supplying malicious build to the instance via the blob trigger.,Data Flow,Tampering,T1574: Hijack Execution Flow,A08:2021: Software and Data Integrity Failures,Validate artifact checksums; scan for malware.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
71,Dev Storage Container → Development Instance,Exposure of build artifact contents in clear during transfer.,Data Flow,Information Disclosure,T1040: Network Sniffing,A02:2021: Cryptographic Failures,Use HTTPS or private link; encrypt blobs in transit.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
72,Dev Storage Container → Development Instance,Frequent/bulky triggers degrade CI/CD availability.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Implement debounce on triggers; limit blob event volume.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
73,Development Instance → Automation Account,Forged automation calls to execute unauthorized runbooks.,Data Flow,Tampering,T1550: Use of Valid Accounts,A07:2021: Identification and Authentication Failures,Mutual authentication between instance and automation account.,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,8.3,llm,true,,false
74,Development Instance → Automation Account,Sensitive context or parameters disclosed in API call payloads.,Data Flow,Information Disclosure,T1552: Unsecured Credentials,A02:2021: Cryptographic Failures,Encrypt payload; minimize sensitive data passed.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
75,Development Instance → Automation Account,Flooding automation API calls exhausts runbook capacity.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttle API calls; implement backoff.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
76,Automation Account → Resource Group,Runbook creates malicious or unexpected resources in the RG.,Data Flow,Tampering,T1546: Event Triggered Execution,A05:2021: Security Misconfiguration,Validate runbook actions; use resource locks.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
77,Automation Account → Resource Group,Resource metadata leaked via deployment scripts outputs.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Suppress verbose outputs; protect logs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
78,Automation Account → Resource Group,"Automation floods resource creation/deletion, degrading service.",Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Rate-limit resource modifications; require approvals.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H,6.8,llm,true,,false
79,Resource Group → Anonymous User,Compromised RG metadata or keys exposed to attacker.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A05:2021: Security Misconfiguration,Isolate production RG; monitor for lateral access.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,4.9,llm,true,,false
80,Resource Group → Anonymous User,Attacker tampers with resource definitions to gain persistent access.,Data Flow,Tampering,T1499: Data Destruction,A05:2021: Security Misconfiguration,Apply locks; alert on config changes.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,6.5,llm,true,,false
81,Resource Group → Anonymous User,Deletion or stoppage of services by attacker causes outage.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Enable multi-factor for high-impact operations; resource locks.,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H,6.8,llm,true,,false
82,Blog Application → Authorization Logic,Attackers alter internal call to skip authorization checks.,Data Flow,Tampering,T1557: Adversary-in-the-Middle,A01:2021: Broken Access Control,Implement in-process calls; authenticate internal endpoints.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
83,Blog Application → Authorization Logic,User role data sent in clear exposes privilege levels.,Data Flow,Information Disclosure,T1040: Network Sniffing,A02:2021: Cryptographic Failures,Encrypt internal channels; sign role tokens.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
84,Blog Application → Authorization Logic,High rate of auth calls drains function resources.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Cache auth results; apply rate limiting.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
85,Authorization Logic → Authorized/Unauthorized,Tampering with decision result bypasses access controls.,Data Flow,Tampering,T1557: Adversary-in-the-Middle,A01:2021: Broken Access Control,Cryptographically sign outcome; validate in caller.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
86,Authorization Logic → Authorized/Unauthorized,Exposed decision path reveals policy rules to attacker.,Data Flow,Information Disclosure,T1614: Archive Collected Data,A05:2021: Security Misconfiguration,Mask internal logic; return generic allow/deny codes.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,5.3,llm,true,,false
87,Authorization Logic → Authorized/Unauthorized,Flood of allow/deny events overwhelms downstream logging.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Throttling on auth result logging; backpressure.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
88,Blog Application API → Function Code,Swapping code package to inject malicious logic.,Data Flow,Tampering,T1505: Server Software Component,A08:2021: Software and Data Integrity Failures,Validate package signatures; use CI/CD notarization.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
89,Blog Application API → Function Code,Source code leakage reveals business logic and secrets.,Data Flow,Information Disclosure,T1537: Transfer Data to Cloud Account,A02:2021: Cryptographic Failures,Restrict code repo access; encrypt transport.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
90,Blog Application API → Function Code,Large code downloads cause API startup failures.,Data Flow,Denial of Service,T1499: Endpoint Denial of Service,,Cache code locally; optimize payload size.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,8.6,llm,true,,false
91,Blog Application API → Credentials,Intercepting Key Vault responses to obtain secrets.,Data Flow,Tampering,T1557: Adversary-in-the-Middle,A02:2021: Cryptographic Failures,Enforce managed identity with TLS; certificate pinning.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,9.1,llm,true,,false
92,Blog Application API → Credentials,Leaked secrets in transit allow lateral movement.,Data Flow,Information Disclosure,T1552: Unsecured Credentials,A02:2021: Cryptographic Failures,Use secure channel (HTTPS) and limit exposure in logs.,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,llm,true,,false
